Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
6027,US-2021-100973,10/07/2020,10/12/2020,Second Class,CU-10493,Client CU-10154,Corporate,United States,Pennsylvania,Pennsylvania,44391,East,FUR-FU-7026,Furniture,Furnishings,Deluxe Desk Lamp,1183.2,6,0.0,178.61
6028,US-2020-102716,02/24/2022,02/28/2022,Same Day,CU-10017,Client CU-10408,Consumer,United States,Alabama,Alabama,83583,South,OFF-FA-7027,Office Supplies,Fasteners,Deluxe Stapler,171.75,6,0.2,53.69
6029,US-2020-104284,05/27/2023,05/28/2023,Standard Class,CU-10514,Client CU-10556,Consumer,United States,Georgia,Georgia,58983,South,TEC-AC-7028,Technology,Accessories,Ultra Wireless Mouse,683.93,2,0.0,61.04
6030,US-2023-100347,01/22/2023,01/24/2023,Second Class,CU-10475,Client CU-10240,Consumer,United States,Massachusetts,Massachusetts,30435,East,OFF-LA-7029,Office Supplies,Labels,Compact Label Set,76.06,2,0.0,4.02
6031,US-2021-103997,07/15/2022,07/18/2022,Standard Class,CU-10378,Client CU-10498,Consumer,United States,Texas,Texas,87842,Central,OFF-FA-7030,Office Supplies,Fasteners,Executive Stapler,44.52,1,0.0,0.23
6032,US-2022-103930,07/22/2021,07/25/2021,Standard Class,CU-10413,Client CU-10072,Home Office,United States,Maryland,Maryland,27004,East,TEC-MA-7031,Technology,Machines,Compact Label Printer,253.1,1,0.0,20.87
6033,US-2020-104792,11/24/2021,11/29/2021,Standard Class,CU-10694,Client CU-10581,Consumer,United States,Pennsylvania,Pennsylvania,21121,East,OFF-FA-7032,Office Supplies,Fasteners,Ultra Stapler,112.04,3,0.0,20.82
6034,US-2023-101295,11/24/2023,11/26/2023,Second Class,CU-10319,Client CU-10290,Consumer,United States,Tennessee,Tennessee,71671,South,FUR-FU-7033,Furniture,Furnishings,Compact Desk Lamp,962.43,3,0.1,122.56
6035,US-2020-103272,04/10/2023,04/12/2023,Standard Class,CU-10029,Client CU-10304,Corporate,United States,Wisconsin,Wisconsin,47211,Central,OFF-FA-7034,Office Supplies,Fasteners,Premium Stapler,224.25,5,0.15,73.43
6036,US-2023-104475,06/10/2023,06/15/2023,Standard Class,CU-10000,Client CU-10119,Consumer,United States,Oregon,Oregon,23507,West,FUR-CH-7035,Furniture,Chairs,Deluxe Office Chair,2495.99,8,0.0,-84.3
6037,US-2023-102103,01/01/2022,01/04/2022,Standard Class,CU-10050,Client CU-10775,Corporate,United States,Nevada,Nevada,49181,West,TEC-PH-7036,Technology,Phones,Ultra Smartphone,438.03,2,0.0,60.74
6038,US-2021-104829,07/17/2020,07/20/2020,First Class,CU-10500,Client CU-10715,Home Office,United States,Minnesota,Minnesota,58915,Central,OFF-BI-7037,Office Supplies,Binders,Classic Ring Binder,92.64,3,0.0,25.47
6039,US-2020-103536,10/07/2023,10/08/2023,Standard Class,CU-10328,Client CU-10324,Corporate,United States,Virginia,Virginia,66440,East,OFF-PA-7038,Office Supplies,Paper,Executive Copy Paper Ream,427.69,7,0.0,53.81
6040,US-2020-102884,09/27/2020,09/28/2020,Standard Class,CU-10126,Client CU-10239,Home Office,United States,Michigan,Michigan,17534,Central,OFF-FA-7039,Office Supplies,Fasteners,Compact Stapler,54.9,2,0.0,15.19
6041,US-2023-102743,07/15/2020,07/21/2020,Standard Class,CU-10189,Client CU-10092,Corporate,United States,New York,New York,87424,East,OFF-ST-7040,Office Supplies,Storage,Standard Storage Box,167.95,7,0.0,0.29
6042,US-2022-100102,08/23/2020,08/24/2020,First Class,CU-10331,Client CU-10289,Consumer,United States,Washington,Washington,71197,West,OFF-PA-7041,Office Supplies,Paper,Pro Copy Paper Ream,86.8,3,0.0,12.95
6043,US-2020-102780,04/05/2022,04/06/2022,Standard Class,CU-10460,Client CU-10608,Consumer,United States,New York,New York,86387,East,FUR-CH-7042,Furniture,Chairs,Executive Office Chair,389.6,2,0.1,228.55
6044,US-2022-104130,08/14/2020,08/18/2020,Standard Class,CU-10470,Client CU-10167,Home Office,United States,Georgia,Georgia,36560,South,TEC-MA-7043,Technology,Machines,Standard Label Printer,2347.72,8,0.3,204.26
6045,US-2023-102523,10/03/2022,10/04/2022,Second Class,CU-10475,Client CU-10332,Consumer,United States,Wisconsin,Wisconsin,31099,Central,TEC-CO-7044,Technology,Copiers,Ultra Copier,2116.8,6,0.1,805.06
6046,US-2021-103973,12/18/2022,12/19/2022,Standard Class,CU-10327,Client CU-10424,Consumer,United States,Alabama,Alabama,60030,South,OFF-BI-7045,Office Supplies,Binders,Standard Ring Binder,49.57,1,0.0,7.55
6047,US-2022-103770,01/28/2022,01/30/2022,Standard Class,CU-10093,Client CU-10285,Corporate,United States,Louisiana,Louisiana,55770,South,TEC-CO-7046,Technology,Copiers,Pro Copier,3990.71,7,0.15,57.57
6048,US-2023-102783,09/10/2021,09/14/2021,Standard Class,CU-10374,Client CU-10200,Consumer,United States,Wisconsin,Wisconsin,67984,Central,OFF-BI-7047,Office Supplies,Binders,Executive Ring Binder,328.29,6,0.0,10.43
6049,US-2023-104015,09/19/2021,09/24/2021,Standard Class,CU-10645,Client CU-10053,Consumer,United States,Ohio,Ohio,11329,Central,FUR-CH-7048,Furniture,Chairs,Ultra Office Chair,1330.41,5,0.3,18.64
6050,US-2023-103799,05/30/2022,06/01/2022,Standard Class,CU-10406,Client CU-10335,Consumer,United States,Pennsylvania,Pennsylvania,77068,East,TEC-AC-7049,Technology,Accessories,Standard Wireless Mouse,199.68,1,0.15,69.29
6051,US-2020-104784,07/04/2023,07/05/2023,Standard Class,CU-10414,Client CU-10080,Home Office,United States,Massachusetts,Massachusetts,52391,East,FUR-FU-7050,Furniture,Furnishings,Standard Desk Lamp,812.86,6,0.2,231.77
6052,US-2021-101225,01/21/2020,01/24/2020,Standard Class,CU-10613,Client CU-10237,Consumer,United States,New York,New York,30729,East,FUR-CH-7051,Furniture,Chairs,Pro Office Chair,448.96,2,0.0,80.77
6053,US-2021-100449,08/13/2022,08/16/2022,Standard Class,CU-10005,Client CU-10362,Consumer,United States,Illinois,Illinois,19268,Central,TEC-PH-7052,Technology,Phones,Premium Smartphone,2731.41,8,0.1,721.26
6054,US-2020-103372,05/27/2021,05/29/2021,Standard Class,CU-10608,Client CU-10378,Consumer,United States,California,California,31568,West,OFF-ST-7053,Office Supplies,Storage,Premium Storage Box,195.46,5,0.3,12.61
6055,US-2022-104858,06/02/2020,06/05/2020,Standard Class,CU-10619,Client CU-10600,Consumer,United States,Utah,Utah,57070,West,TEC-PH-7054,Technology,Phones,Standard Smartphone,3271.71,7,0.0,477.96
6056,US-2020-101852,02/02/2021,02/08/2021,Standard Class,CU-10695,Client CU-10482,Consumer,United States,Alabama,Alabama,56014,South,OFF-AR-7055,Office Supplies,Art,Classic Desk Organizer,205.98,5,0.0,84.93
6057,US-2022-101446,03/03/2021,03/09/2021,Standard Class,CU-10718,Client CU-10136,Corporate,United States,Illinois,Illinois,67101,Central,TEC-PH-7056,Technology,Phones,Deluxe Smartphone,2798.66,6,0.3,444.17
6058,US-2023-104783,06/11/2023,06/15/2023,Standard Class,CU-10183,Client CU-10238,Consumer,United States,Pennsylvania,Pennsylvania,36208,East,OFF-LA-7057,Office Supplies,Labels,Ultra Label Set,81.57,2,0.2,5.5
6059,US-2023-103067,10/21/2023,10/25/2023,Standard Class,CU-10341,Client CU-10402,Home Office,United States,Pennsylvania,Pennsylvania,46732,East,FUR-BO-7058,Furniture,Bookcases,Pro Bookcase,669.24,2,0.1,177.83
6060,US-2020-103216,07/15/2023,07/17/2023,Standard Class,CU-10564,Client CU-10268,Consumer,United States,Virginia,Virginia,96287,East,OFF-FA-7059,Office Supplies,Fasteners,Ultra Stapler,48.84,2,0.1,1.77
6061,US-2022-103822,08/31/2023,09/06/2023,Standard Class,CU-10484,Client CU-10013,Consumer,United States,New York,New York,96992,East,TEC-CO-7060,Technology,Copiers,Compact Copier,1732.78,6,0.1,608.93
6062,US-2023-102595,10/28/2021,11/01/2021,Standard Class,CU-10340,Client CU-10653,Corporate,United States,Minnesota,Minnesota,24250,Central,FUR-BO-7061,Furniture,Bookcases,Classic Bookcase,760.07,5,0.4,-104.47
6063,US-2023-101359,09/10/2020,09/15/2020,Second Class,CU-10385,Client CU-10332,Consumer,United States,Nevada,Nevada,25111,West,OFF-ST-7062,Office Supplies,Storage,Executive Storage Box,474.43,8,0.1,170.56
6064,US-2021-100405,03/09/2021,03/11/2021,Second Class,CU-10100,Client CU-10032,Consumer,United States,Maryland,Maryland,76630,East,TEC-PH-7063,Technology,Phones,Deluxe Smartphone,430.62,1,0.0,89.52
6065,US-2023-100227,04/03/2020,04/07/2020,Standard Class,CU-10452,Client CU-10747,Corporate,United States,Ohio,Ohio,86731,Central,TEC-AC-7064,Technology,Accessories,Compact Wireless Mouse,2402.33,8,0.1,447.38
6066,US-2020-101868,01/10/2020,01/11/2020,Second Class,CU-10174,Client CU-10636,Consumer,United States,California,California,42286,West,OFF-AR-7065,Office Supplies,Art,Deluxe Desk Organizer,109.94,4,0.0,11.23
6067,US-2020-104500,06/27/2022,06/30/2022,Standard Class,CU-10562,Client CU-10489,Consumer,United States,Oregon,Oregon,46505,West,OFF-AR-7066,Office Supplies,Art,Premium Desk Organizer,59.59,1,0.1,13.57
6068,US-2021-104085,12/24/2022,12/29/2022,Standard Class,CU-10652,Client CU-10312,Corporate,United States,Michigan,Michigan,59487,Central,FUR-BO-7067,Furniture,Bookcases,Premium Bookcase,1730.31,5,0.4,170.45
6069,US-2020-100356,06/27/2022,07/01/2022,Second Class,CU-10136,Client CU-10166,Consumer,United States,California,California,32466,West,OFF-LA-7068,Office Supplies,Labels,Deluxe Label Set,136.45,6,0.0,23.0
6070,US-2020-102320,11/17/2020,11/20/2020,Standard Class,CU-10000,Client CU-10732,Consumer,United States,Massachusetts,Massachusetts,87038,East,TEC-CO-7069,Technology,Copiers,Standard Copier,2408.88,4,0.0,322.3
6071,US-2023-104755,04/04/2023,04/10/2023,First Class,CU-10648,Client CU-10413,Home Office,United States,Tennessee,Tennessee,19149,South,OFF-AR-7070,Office Supplies,Art,Executive Desk Organizer,147.41,6,0.0,44.43
6072,US-2021-101837,02/04/2023,02/09/2023,Second Class,CU-10015,Client CU-10735,Home Office,United States,New York,New York,93824,East,OFF-PA-7071,Office Supplies,Paper,Classic Copy Paper Ream,40.67,1,0.0,11.1
6073,US-2022-101066,06/18/2022,06/21/2022,First Class,CU-10777,Client CU-10514,Corporate,United States,Arizona,Arizona,23474,West,OFF-AR-7072,Office Supplies,Art,Standard Desk Organizer,243.33,5,0.2,62.27
6074,US-2020-104532,06/19/2022,06/21/2022,Standard Class,CU-10721,Client CU-10324,Corporate,United States,Florida,Florida,66412,South,TEC-CO-7073,Technology,Copiers,Deluxe Copier,327.06,1,0.0,132.4
6075,US-2020-102872,01/21/2023,01/26/2023,Standard Class,CU-10571,Client CU-10723,Corporate,United States,California,California,50650,West,OFF-PA-7074,Office Supplies,Paper,Classic Copy Paper Ream,375.82,6,0.0,99.44
6076,US-2022-100262,11/25/2020,12/01/2020,Standard Class,CU-10540,Client CU-10615,Corporate,United States,Pennsylvania,Pennsylvania,66644,East,OFF-AR-7075,Office Supplies,Art,Standard Desk Organizer,354.54,7,0.1,104.82
6077,US-2020-102740,03/27/2022,03/28/2022,Standard Class,CU-10622,Client CU-10386,Consumer,United States,Oregon,Oregon,63150,West,OFF-AR-7076,Office Supplies,Art,Deluxe Desk Organizer,42.76,2,0.1,5.21
6078,US-2022-102290,08/12/2023,08/17/2023,Standard Class,CU-10048,Client CU-10293,Consumer,United States,New York,New York,55217,East,FUR-CH-7077,Furniture,Chairs,Pro Office Chair,768.69,3,0.15,50.92
6079,US-2023-104743,01/21/2020,01/24/2020,Standard Class,CU-10769,Client CU-10141,Consumer,United States,Georgia,Georgia,69084,South,OFF-BI-7078,Office Supplies,Binders,Deluxe Ring Binder,247.95,5,0.0,126.51
6080,US-2021-101157,01/27/2021,01/28/2021,Standard Class,CU-10636,Client CU-10633,Consumer,United States,Washington,Washington,35002,West,TEC-CO-7079,Technology,Copiers,Ultra Copier,1660.86,5,0.1,334.58
6081,US-2022-102006,07/14/2020,07/16/2020,Second Class,CU-10137,Client CU-10420,Home Office,United States,Alabama,Alabama,32581,South,OFF-ST-7080,Office Supplies,Storage,Compact Storage Box,30.62,1,0.0,6.51
6082,US-2022-102726,09/19/2020,09/25/2020,Second Class,CU-10126,Client CU-10641,Consumer,United States,Louisiana,Louisiana,67638,South,TEC-MA-7081,Technology,Machines,Ultra Label Printer,2240.66,4,0.0,262.01
6083,US-2020-103644,10/22/2020,10/25/2020,Same Day,CU-10072,Client CU-10308,Corporate,United States,Michigan,Michigan,53482,Central,FUR-BO-7082,Furniture,Bookcases,Compact Bookcase,821.79,6,0.1,134.99
6084,US-2020-102152,06/16/2023,06/17/2023,Second Class,CU-10298,Client CU-10290,Consumer,United States,Oregon,Oregon,73172,West,TEC-MA-7083,Technology,Machines,Deluxe Label Printer,1413.95,4,0.2,637.6
6085,US-2023-104299,10/07/2023,10/11/2023,Standard Class,CU-10082,Client CU-10606,Home Office,United States,Georgia,Georgia,52608,South,OFF-PA-7084,Office Supplies,Paper,Deluxe Copy Paper Ream,141.29,3,0.4,49.4
6086,US-2021-100137,11/08/2023,11/10/2023,Second Class,CU-10667,Client CU-10164,Consumer,United States,Virginia,Virginia,33788,East,OFF-ST-7085,Office Supplies,Storage,Pro Storage Box,265.42,5,0.0,56.64
6087,US-2023-100907,11/07/2023,11/09/2023,Standard Class,CU-10762,Client CU-10160,Corporate,United States,Virginia,Virginia,80039,East,OFF-LA-7086,Office Supplies,Labels,Premium Label Set,123.14,5,0.2,8.19
6088,US-2023-102619,07/15/2021,07/18/2021,Standard Class,CU-10699,Client CU-10763,Home Office,United States,Virginia,Virginia,70208,East,OFF-LA-7087,Office Supplies,Labels,Classic Label Set,354.67,6,0.0,76.28
6089,US-2021-104917,04/10/2022,04/14/2022,Standard Class,CU-10470,Client CU-10415,Corporate,United States,Georgia,Georgia,74619,South,OFF-FA-7088,Office Supplies,Fasteners,Deluxe Stapler,90.61,2,0.0,-8.08
6090,US-2022-102710,06/02/2022,06/03/2022,Standard Class,CU-10708,Client CU-10278,Home Office,United States,Florida,Florida,62670,South,OFF-ST-7089,Office Supplies,Storage,Ultra Storage Box,101.49,3,0.1,15.43
6091,US-2023-103887,08/10/2021,08/11/2021,Standard Class,CU-10578,Client CU-10609,Consumer,United States,New York,New York,91192,East,OFF-ST-7090,Office Supplies,Storage,Ultra Storage Box,130.03,4,0.4,0.96
6092,US-2023-100255,10/15/2021,10/21/2021,Second Class,CU-10435,Client CU-10411,Consumer,United States,Tennessee,Tennessee,67330,South,OFF-LA-7091,Office Supplies,Labels,Standard Label Set,336.77,8,0.15,49.85
6093,US-2020-104072,07/28/2023,07/30/2023,First Class,CU-10507,Client CU-10471,Corporate,United States,Arizona,Arizona,77148,West,OFF-LA-7092,Office Supplies,Labels,Standard Label Set,265.91,5,0.0,-45.34
6094,US-2021-104177,10/17/2021,10/23/2021,Standard Class,CU-10010,Client CU-10427,Consumer,United States,New York,New York,48972,East,OFF-LA-7093,Office Supplies,Labels,Deluxe Label Set,118.61,5,0.15,69.36
6095,US-2021-104481,10/01/2021,10/03/2021,Standard Class,CU-10680,Client CU-10211,Home Office,United States,New Jersey,New Jersey,66975,East,TEC-MA-7094,Technology,Machines,Premium Label Printer,466.02,1,0.0,70.35
6096,US-2023-104803,08/28/2023,09/01/2023,Second Class,CU-10210,Client CU-10244,Consumer,United States,Nevada,Nevada,89130,West,TEC-CO-7095,Technology,Copiers,Classic Copier,3461.83,8,0.0,401.89
6097,US-2022-103130,01/07/2020,01/13/2020,Second Class,CU-10279,Client CU-10085,Consumer,United States,Minnesota,Minnesota,42969,Central,OFF-PA-7096,Office Supplies,Paper,Classic Copy Paper Ream,157.06,7,0.0,64.73
6098,US-2023-102195,05/15/2021,05/16/2021,First Class,CU-10526,Client CU-10626,Corporate,United States,California,California,70133,West,FUR-FU-7097,Furniture,Furnishings,Ultra Desk Lamp,531.55,2,0.3,-74.12
6099,US-2022-104910,11/24/2020,11/26/2020,Second Class,CU-10701,Client CU-10158,Consumer,United States,Massachusetts,Massachusetts,63164,East,FUR-BO-7098,Furniture,Bookcases,Standard Bookcase,1218.27,8,0.1,57.85
6100,US-2020-101600,02/01/2023,02/06/2023,Standard Class,CU-10252,Client CU-10470,Corporate,United States,Maryland,Maryland,39945,East,OFF-FA-7099,Office Supplies,Fasteners,Premium Stapler,186.15,6,0.0,38.21
6101,US-2021-102841,04/03/2023,04/04/2023,Standard Class,CU-10547,Client CU-10403,Consumer,United States,Arizona,Arizona,41432,West,OFF-ST-7100,Office Supplies,Storage,Executive Storage Box,86.25,2,0.0,5.45
6102,US-2021-101173,04/07/2023,04/08/2023,Standard Class,CU-10519,Client CU-10354,Consumer,United States,California,California,84695,West,OFF-PA-7101,Office Supplies,Paper,Deluxe Copy Paper Ream,245.43,8,0.0,80.25
6103,US-2022-104130,05/03/2021,05/09/2021,First Class,CU-10222,Client CU-10409,Consumer,United States,New York,New York,57581,East,OFF-AR-7102,Office Supplies,Art,Classic Desk Organizer,138.49,3,0.3,26.7
6104,US-2020-104384,08/20/2021,08/22/2021,First Class,CU-10023,Client CU-10654,Consumer,United States,New York,New York,20581,East,FUR-TA-7103,Furniture,Tables,Classic Meeting Table,840.04,3,0.0,-20.51
6105,US-2022-104078,12/16/2020,12/19/2020,Standard Class,CU-10068,Client CU-10073,Corporate,United States,Michigan,Michigan,13801,Central,OFF-FA-7104,Office Supplies,Fasteners,Ultra Stapler,313.69,6,0.0,44.32
6106,US-2020-101140,02/19/2020,02/23/2020,Second Class,CU-10593,Client CU-10094,Corporate,United States,Nevada,Nevada,54109,West,OFF-FA-7105,Office Supplies,Fasteners,Classic Stapler,131.13,6,0.15,4.83
6107,US-2020-103280,12/25/2021,12/30/2021,Standard Class,CU-10230,Client CU-10060,Consumer,United States,Massachusetts,Massachusetts,84578,East,FUR-TA-7106,Furniture,Tables,Pro Meeting Table,992.83,7,0.0,256.26
6108,US-2021-101601,10/07/2020,10/13/2020,Standard Class,CU-10272,Client CU-10521,Consumer,United States,Minnesota,Minnesota,89327,Central,OFF-LA-7107,Office Supplies,Labels,Executive Label Set,34.98,1,0.0,8.35
6109,US-2023-102275,12/07/2022,12/12/2022,Standard Class,CU-10386,Client CU-10200,Home Office,United States,Florida,Florida,93514,South,OFF-PA-7108,Office Supplies,Paper,Classic Copy Paper Ream,292.07,6,0.15,61.19
6110,US-2021-102053,12/28/2022,01/01/2023,Second Class,CU-10328,Client CU-10687,Home Office,United States,Oregon,Oregon,18242,West,OFF-LA-7109,Office Supplies,Labels,Classic Label Set,64.42,3,0.1,20.86
6111,US-2020-104960,03/07/2021,03/12/2021,Standard Class,CU-10197,Client CU-10701,Corporate,United States,Texas,Texas,97433,Central,OFF-ST-7110,Office Supplies,Storage,Executive Storage Box,254.51,5,0.0,69.86
6112,US-2020-103472,03/16/2023,03/17/2023,Second Class,CU-10605,Client CU-10444,Consumer,United States,Illinois,Illinois,34068,Central,OFF-AR-7111,Office Supplies,Art,Classic Desk Organizer,183.71,4,0.0,38.27
6113,US-2023-101135,10/17/2023,10/22/2023,Same Day,CU-10425,Client CU-10682,Corporate,United States,Minnesota,Minnesota,94204,Central,TEC-CO-7112,Technology,Copiers,Compact Copier,1302.73,3,0.0,108.68
6114,US-2022-104346,04/01/2022,04/04/2022,Standard Class,CU-10342,Client CU-10277,Consumer,United States,California,California,56567,West,TEC-CO-7113,Technology,Copiers,Executive Copier,1354.28,4,0.0,281.36
6115,US-2021-104545,07/21/2020,07/23/2020,Standard Class,CU-10419,Client CU-10223,Corporate,United States,Tennessee,Tennessee,97010,South,OFF-BI-7114,Office Supplies,Binders,Ultra Ring Binder,126.95,5,0.0,6.54
6116,US-2020-100360,12/05/2021,12/06/2021,Standard Class,CU-10071,Client CU-10683,Corporate,United States,Missouri,Missouri,10753,Central,OFF-FA-7115,Office Supplies,Fasteners,Classic Stapler,207.44,8,0.1,77.03
6117,US-2022-103186,09/11/2021,09/16/2021,Standard Class,CU-10333,Client CU-10681,Consumer,United States,New York,New York,86340,East,OFF-ST-7116,Office Supplies,Storage,Standard Storage Box,477.81,8,0.0,-54.71
6118,US-2021-103657,09/17/2020,09/23/2020,First Class,CU-10357,Client CU-10237,Home Office,United States,Colorado,Colorado,67872,West,OFF-FA-7117,Office Supplies,Fasteners,Classic Stapler,76.19,3,0.1,2.78
6119,US-2021-102273,10/03/2023,10/05/2023,Standard Class,CU-10073,Client CU-10098,Home Office,United States,North Carolina,North Carolina,48968,South,OFF-ST-7118,Office Supplies,Storage,Classic Storage Box,90.41,2,0.0,32.61
6120,US-2023-103095,06/21/2022,06/24/2022,Standard Class,CU-10691,Client CU-10425,Consumer,United States,Massachusetts,Massachusetts,35122,East,FUR-TA-7119,Furniture,Tables,Deluxe Meeting Table,281.44,2,0.0,2.69
6121,US-2020-104036,09/10/2023,09/14/2023,Standard Class,CU-10090,Client CU-10748,Corporate,United States,Washington,Washington,62065,West,OFF-PA-7120,Office Supplies,Paper,Standard Copy Paper Ream,91.94,2,0.0,12.03
6122,US-2020-101136,10/20/2021,10/26/2021,Standard Class,CU-10482,Client CU-10734,Consumer,United States,Massachusetts,Massachusetts,31601,East,FUR-FU-7121,Furniture,Furnishings,Executive Desk Lamp,1277.31,4,0.0,274.17
6123,US-2023-103507,06/19/2022,06/21/2022,Same Day,CU-10507,Client CU-10073,Home Office,United States,Pennsylvania,Pennsylvania,56721,East,OFF-PA-7122,Office Supplies,Paper,Pro Copy Paper Ream,406.36,7,0.0,88.59
6124,US-2022-103686,09/30/2020,10/02/2020,Standard Class,CU-10079,Client CU-10767,Consumer,United States,Maryland,Maryland,69349,East,TEC-CO-7123,Technology,Copiers,Pro Copier,1313.74,4,0.2,549.04
6125,US-2021-102601,06/24/2020,06/26/2020,First Class,CU-10246,Client CU-10441,Consumer,United States,Missouri,Missouri,61775,Central,TEC-AC-7124,Technology,Accessories,Deluxe Wireless Mouse,2910.58,5,0.0,-139.74
6126,US-2020-102664,12/27/2021,12/28/2021,Standard Class,CU-10214,Client CU-10635,Corporate,United States,Arizona,Arizona,88492,West,OFF-PA-7125,Office Supplies,Paper,Deluxe Copy Paper Ream,85.14,2,0.2,-1.53
6127,US-2020-104008,10/26/2022,10/27/2022,Standard Class,CU-10474,Client CU-10746,Consumer,United States,California,California,48089,West,OFF-ST-7126,Office Supplies,Storage,Premium Storage Box,110.73,2,0.0,22.89
6128,US-2023-103471,10/19/2021,10/22/2021,Standard Class,CU-10676,Client CU-10512,Corporate,United States,Colorado,Colorado,50198,West,OFF-AR-7127,Office Supplies,Art,Executive Desk Organizer,38.98,1,0.3,-6.94
6129,US-2023-100143,10/27/2022,10/30/2022,Standard Class,CU-10314,Client CU-10113,Consumer,United States,Washington,Washington,76291,West,FUR-TA-7128,Furniture,Tables,Classic Meeting Table,950.56,6,0.0,328.64
6130,US-2021-101541,01/16/2023,01/17/2023,Standard Class,CU-10115,Client CU-10168,Corporate,United States,New Jersey,New Jersey,21988,East,OFF-FA-7129,Office Supplies,Fasteners,Executive Stapler,129.31,3,0.1,17.66
6131,US-2023-102123,07/14/2021,07/19/2021,Second Class,CU-10075,Client CU-10759,Home Office,United States,Louisiana,Louisiana,79379,South,OFF-PA-7130,Office Supplies,Paper,Ultra Copy Paper Ream,115.8,3,0.1,20.84
6132,US-2021-102529,05/13/2020,05/15/2020,Standard Class,CU-10523,Client CU-10670,Corporate,United States,Ohio,Ohio,84771,Central,OFF-AR-7131,Office Supplies,Art,Deluxe Desk Organizer,163.94,3,0.2,36.36
6133,US-2022-104694,08/19/2022,08/23/2022,Standard Class,CU-10288,Client CU-10034,Corporate,United States,California,California,51933,West,OFF-BI-7132,Office Supplies,Binders,Executive Ring Binder,77.57,3,0.3,-0.75
6134,US-2021-103749,08/14/2023,08/15/2023,First Class,CU-10393,Client CU-10332,Home Office,United States,Washington,Washington,84264,West,OFF-AR-7133,Office Supplies,Art,Premium Desk Organizer,380.09,7,0.2,155.31
6135,US-2022-102586,06/27/2020,07/02/2020,Second Class,CU-10652,Client CU-10119,Corporate,United States,Utah,Utah,17684,West,FUR-TA-7134,Furniture,Tables,Executive Meeting Table,1459.06,5,0.4,-6.05
6136,US-2020-102468,12/10/2023,12/13/2023,Standard Class,CU-10691,Client CU-10557,Home Office,United States,Arizona,Arizona,70888,West,OFF-ST-7135,Office Supplies,Storage,Pro Storage Box,64.47,2,0.15,7.28
6137,US-2020-102340,06/28/2021,07/03/2021,Second Class,CU-10207,Client CU-10417,Corporate,United States,Oregon,Oregon,63729,West,OFF-PA-7136,Office Supplies,Paper,Premium Copy Paper Ream,222.91,4,0.1,41.12
6138,US-2020-102908,01/31/2021,02/05/2021,Standard Class,CU-10329,Client CU-10094,Consumer,United States,Alabama,Alabama,12165,South,OFF-PA-7137,Office Supplies,Paper,Premium Copy Paper Ream,64.09,2,0.1,12.11
6139,US-2020-102296,08/27/2020,09/02/2020,Standard Class,CU-10431,Client CU-10180,Home Office,United States,Virginia,Virginia,45903,East,OFF-AR-7138,Office Supplies,Art,Classic Desk Organizer,306.67,6,0.2,75.32
6140,US-2020-103208,06/22/2022,06/27/2022,Second Class,CU-10156,Client CU-10594,Corporate,United States,Oregon,Oregon,77517,West,OFF-FA-7139,Office Supplies,Fasteners,Executive Stapler,189.34,4,0.0,-18.62
6141,US-2022-102198,09/24/2021,09/28/2021,Standard Class,CU-10681,Client CU-10134,Consumer,United States,Louisiana,Louisiana,80631,South,TEC-PH-7140,Technology,Phones,Pro Smartphone,4145.96,8,0.0,-35.12
6142,US-2021-104109,05/08/2022,05/09/2022,Second Class,CU-10322,Client CU-10192,Consumer,United States,Washington,Washington,95288,West,OFF-LA-7141,Office Supplies,Labels,Pro Label Set,271.55,7,0.15,25.82
6143,US-2020-101492,03/09/2020,03/14/2020,Standard Class,CU-10587,Client CU-10623,Consumer,United States,Utah,Utah,62348,West,OFF-AR-7142,Office Supplies,Art,Standard Desk Organizer,35.76,1,0.1,16.59
6144,US-2021-100029,07/11/2021,07/16/2021,Standard Class,CU-10474,Client CU-10126,Corporate,United States,Florida,Florida,12889,South,OFF-FA-7143,Office Supplies,Fasteners,Compact Stapler,345.92,8,0.0,29.79
6145,US-2021-103717,07/09/2022,07/11/2022,Second Class,CU-10484,Client CU-10099,Home Office,United States,Washington,Washington,69312,West,OFF-BI-7144,Office Supplies,Binders,Deluxe Ring Binder,395.81,8,0.0,56.06
6146,US-2022-104302,04/13/2020,04/16/2020,First Class,CU-10222,Client CU-10019,Consumer,United States,Utah,Utah,65447,West,TEC-PH-7145,Technology,Phones,Ultra Smartphone,2785.65,8,0.0,70.41
6147,US-2021-102681,10/09/2021,10/10/2021,First Class,CU-10736,Client CU-10391,Consumer,United States,Ohio,Ohio,17522,Central,OFF-LA-7146,Office Supplies,Labels,Executive Label Set,413.49,7,0.0,161.32
6148,US-2020-101388,05/13/2021,05/17/2021,First Class,CU-10190,Client CU-10421,Corporate,United States,Illinois,Illinois,11564,Central,OFF-BI-7147,Office Supplies,Binders,Deluxe Ring Binder,205.18,8,0.0,31.26
6149,US-2023-103511,03/14/2023,03/15/2023,Standard Class,CU-10762,Client CU-10437,Corporate,United States,Virginia,Virginia,52555,East,TEC-CO-7148,Technology,Copiers,Deluxe Copier,850.69,4,0.0,263.52
